User,Username,Date Created,Likes,Tweet,source_file
Help For Scientist,Scientistworld1,2025-06-28 19:26:29+00:00,0,"Artificial Wind Energy system powers rural areas 24/7 with zero carbon emissions! Built on Bernoulli's Principle, this innovation needs your support. #ArtificialWindEnergy #RenewableEnergy #GreenTech #SustainableIndia #Innovation",tweet_content6.csv
Ritz🚀#R5#R7™,worldinfo__11,2025-06-28 19:15:32+00:00,0,"Carbon Emissions Per Capita Decline (2000–2022) 🏭

🇩🇪 Germany: −32%
🇫🇷 France: −30%
🇬🇧 UK: −29%
🇯🇵 Japan: −27%
🇮🇹 Italy: −26%
🇨🇦 Canada: −25%
🇺🇸 United States: −24%
🇪🇸 Spain: −22%
🇸🇪 Sweden: −21%
🇰🇷 South Korea: −19%
🇦🇺 Australia: −18%
🇷🇺 Russia: −17%
🇵🇱 Poland:",tweet_content6.csv
theUKtoday,KtodayU83406,2025-06-28 18:55:23+00:00,1,"All over the world hot summer winds have various names depending which country it is.

In the UK its name is 'climate emergency'
Doesn't quite sound as enchanting as a Sirocco does it.",tweet_content6.csv
Beulah Dixon,BeulahDixo74698,2025-06-28 18:43:08+00:00,0,Cryptocurrencies have a significant environmental impact due to the energy-intensive mining process. The high electricity consumption contributes to carbon emissions and strains on resources. #Cryptocurrency #Environment #ClimateChange,tweet_content6.csv
Morris Michaela,MorrisMich44426,2025-06-28 18:16:36+00:00,0,"Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses",tweet_content6.csv
Phillips Tracy,PhillipsTr45807,2025-06-28 17:46:36+00:00,0,"Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses",tweet_content6.csv
Dober Satish,SatishDobe71448,2025-06-28 17:45:49+00:00,0,"Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses",tweet_content6.csv
PIXLEY SHEARS,ozercolani,2025-06-28 17:40:24+00:00,0,"Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses",tweet_content6.csv
Vũ Mai Thu,ThuMai44070,2025-06-28 16:59:58+00:00,0,We should consider the impact of climate change and take action to reduce carbon emissions and support sustainable practices to safeguard our planet.,tweet_content6.csv
Bobhorse,betahorse,2025-06-28 16:49:23+00:00,0,Can anyone who believes this Climate change bolloxs tell me why these record temp's only last for a few days in the Summer and how can we tell the difference between a nice sunny week and climate emergency ?,tweet_content6.csv
Wanjiru Njoya,WanjiruNjoya,2025-06-28 15:38:50+00:00,175,"Ok, England, sorry to hear you're sweltering in your overwhelming heatwave of 34C, here are some Southerners sharing sympathetic thoughts with you as you struggle through your Climate Emergency 🧵",tweet_content6.csv
MJ,TaoOfMJ,2025-06-28 15:37:15+00:00,0,"Taking a Look at Bitcoin vs. AI Energy Consumption 🔗👇

""Research estimates that by 2025, the IT industry could use 20% of all electricity produced and emit up to 5.5% of the world’s carbon emissions. That’s more than most countries’ total emissions outside of the U.S., India",tweet_content6.csv
MJ,TaoOfMJ,2025-06-28 15:36:51+00:00,0,"Taking a Look at Bitcoin vs. AI Energy Consumption

""Research estimates that by 2025, the IT industry could use 20% of all electricity produced and emit up to 5.5% of the world’s carbon emissions. That’s more than most countries’ total emissions outside of the U.S., India and",tweet_content6.csv
SuperNova,exoticxsoul,2025-06-28 14:39:12+00:00,0,Elon Musk’s focus on reducing carbon emissions drives Tesla’s mission to create a greener world.,tweet_content6.csv
Huỳnh Thụy Trâm,HunhThyTrm27448,2025-06-28 13:41:59+00:00,0,"The major initiative involved in environmental protection efforts included reducing carbon emissions and preserving biodiversity.

#SustainableLifestyle",tweet_content6.csv
can,can,2025-06-28 13:16:54+00:00,27,To each their own but turning an entire city into a circus for a wedding feels trashy. It’s not even the money or displacement or carbon emissions I care about. I don’t think there’s a way to make it classy at that scale.,tweet_content6.csv
Giovanni Staunovo🛢,staunovo,2025-06-28 12:27:24+00:00,28,"Exxon Mobil, Occidental Petroleum and other oil giants are expected to receive billions of dollars of incentives to collect and bury carbon emissions. Texas oil billionaire Ben “Bud” Brigham and pro-fossil-fuels activist Alex Epstein want to turn off the tap",tweet_content6.csv
Hello Market,baro_jwngma,2025-06-28 10:08:34+00:00,0,"AVG Logistics integrates electric vehicles into operations at Tata Steel, enhancing sustainability and reducing carbon emissions in logistics.",tweet_content6.csv
Mark Farmer,MarkFarmer46516,2025-06-28 09:44:53+00:00,0,"Soccer's new stadium is powered by a decentralized energy network, cutting carbon emissions and costs for fans",tweet_content6.csv
ⓟⓐⓡⓓ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇩🇪🇨🇦🇺🇲,a5972s,2025-06-28 09:22:44+00:00,1,"It ain't a Climate Emergency, it's all part of an 11 year solar cycle.",tweet_content6.csv
Samir K. Mehta & associates,Skmassociatess,2025-06-28 09:22:35+00:00,0,"Mahanadi Coalfields Ltd plans to open two new mines in Odisha by FY30, targeting an output of 300MT. The Subhadra mine is slated to begin operations by FY26, while the Balabhadra mine is expected by FY30. MCL is committed to achieving net zero carbon emissions by FY29.",tweet_content6.csv
Nicolo,wicked_nicolo,2025-06-28 09:15:30+00:00,0,"2,000 of the world’s leading climate scientists and  professionals in over 30 countries have signed a declaration that there  is no climate emergency and have refuted the United Nations claims in relation to man-made climate change.
Trust the Science!",tweet_content6.csv
Carina Garfinkel,Carinanq1,2025-06-28 08:31:22+00:00,0,"Guatemala is prioritizing environmental sustainability by developing policies to reduce carbon emissions, protect natural resources, and promote clean energy. #EnvironmentalPolicy #ClimateAction",tweet_content6.csv
Sayed Saad El Din,salmasayedsaad,2025-06-28 08:29:24+00:00,0,"Guatemala is dedicated to combating climate change by implementing national strategies aimed at reducing carbon emissions, protecting natural resources, and promoting sustainability. #ClimateAction #Sustainability",tweet_content6.csv
Lý Chiêu Quân,Chudai_Jav_f38,2025-06-28 08:17:11+00:00,0,"Climate change poses a major threat to the planet, demanding immediate action from governments and individuals to reduce carbon emissions.

#ForGoodChange",tweet_content6.csv
HavardHughs1🚀💸🏀🌜,TryH_asRackh,2025-06-28 07:48:13+00:00,0,"Game changer: Smart contracts are now being used to track carbon emissions from companies' supply chains, helping investors make more informed decisions",tweet_content6.csv
Ernesta Susan,ong_ngo43057,2025-06-28 06:39:24+00:00,0,We must consider the global climate crisis and implement policies that support clean energy and reduce carbon emissions to preserve our planet.,tweet_content6.csv
spencer carlyle,SpencerTheMover,2025-06-28 06:33:45+00:00,0,".@linera_io Carbon trading AI warning: Microchain transmits meteorological data in real time, AI calculates carbon emissions and triggers trading contracts, and environmental protection responses reach milliseconds.",tweet_content6.csv
Luis Ascencio,ModdedLu,2025-06-28 06:12:09+00:00,0,Electropollution is more of a factor in climate change than carbon emissions,tweet_content6.csv
Capri Dexter,CapriDexter,2025-06-28 06:01:39+00:00,1,Cryptocurrencies have a significant environmental impact due to their energy-intensive mining process. The high electricity consumption contributes to carbon emissions and climate change. #cryptocurrency #environment #impact,tweet_content6.csv
Ray,Ray98471072,2025-06-28 04:25:43+00:00,0,".@linera_io Climate monitoring AI early warning: Microchain transmits data for meteorological sensors. The AI ​​model calculates carbon emissions in real time and triggers carbon trading contracts, with a response speed of milliseconds.",tweet_content6.csv
Lokesh Bohra,7okesh,2025-06-28 04:05:14+00:00,0,"🌎 New ESG Sustainability Roadmap unlocks secrets to achieving net zero carbon emissions! ✍️ [Read more](URL) #ESGSustainabilityRoadmap #NetZeroCarbonEmission #NewResults

Where URL is the link to the original article.",tweet_content6.csv
Nasir,NASIR_95_,2025-06-28 03:40:52+00:00,0,"Top 10 Countries In The Race To Zero Carbon Emissions::-

1. Bhutan 🇧🇹 
2. Suriname 🇸🇷 
3. Sweden 🇸🇪 
4. UK 🇬🇧 
5. France 🇫🇷 
6. Denmark 🇩🇰 
7. Newzeland 🇳🇿 
8. Hungary 🇭🇺 
9. Canada 🇨🇦 
10. South Korea 🇰🇷 

(Statista)
[3- 2045, 4-10: 2050]",tweet_content6.csv
Latimer Alder,latimeralder,2025-06-28 03:25:13+00:00,128,"How to speak EcoTerror

'Heatwave' = Summer.
'Planet is Boiling' = Warm
'Climate Emergency/Chaos/Catastrophe' = Weather",tweet_content6.csv
Nam Nguyễn Trung,NamNguynTrung6,2025-06-28 02:16:00+00:00,0,"Beyond ESG, we’re seeing the emergence of sustainability-linked trade finance instruments—where financing terms adjust based on whether green targets are met. For instance, an exporter that reduces carbon emissions or improves labor practices may receive better rates.",tweet_content6.csv
-,ozcrimenews,2025-06-28 00:14:22+00:00,1,"Hypocritical to think that the very people calling a climate emergency are also the architects behind significantly ramping up demand factors for goods and services (ultimately resources, gas, plastic waste etc) by flooding nations with more people (globally, not just Australia)",tweet_content6.csv
Sandra Pérez,sandraAFRL,2025-06-27 22:58:29+00:00,0,"Czechia is leading the way in promoting renewable energy, with significant investments in wind, solar, and biomass energy to reduce carbon emissions and combat climate change. #RenewableEnergy #CzechSustainability",tweet_content6.csv
Kelly Lewis,KellyLewis68479,2025-06-27 22:26:41+00:00,0,"Cryptocurrencies have a significant environmental impact due to their energy-intensive mining process. The high electricity consumption contributes to carbon emissions, making it a concern for sustainability. #Cryptocurrency #Environment #Sustainability",tweet_content6.csv
Market Mania 🇨🇦,MarketManiaCa,2025-06-27 21:28:34+00:00,1010,"Quote from Carney's book 🚨
""Western society is morally rotten and has been corrupted by capitalism, which has brought about a 'climate emergency' that threatens life on earth. This requires rigid controls of personal freedom, industry, and corporate funding.""
HOW DYSTOPIAN? 😱",tweet_content6.csv
SustainableX,ai4sustainablex,2025-06-27 20:00:33+00:00,0,"""Volkswagen hits 1M electric vehicles produced! What's your company's plan for reducing carbon emissions? 🚗💚 #ElectricVehicles #Sustainability""",tweet_content6.csv
Lokesh Bohra,7okesh,2025-06-27 20:00:32+00:00,0,"""Volkswagen hits 1M electric vehicles produced! What's your company's plan for reducing carbon emissions? 🚗💚 #ElectricVehicles #Sustainability""",tweet_content6.csv
Attila the Fun,AttilatheFun,2025-06-27 19:54:50+00:00,0,Today for the big wedding Venice is overloaded with private jets and mega yachts of the leftist billionaires who fund all the BS climate change propaganda telling you you have to do your part in cutting down on your carbon emissions and living simply to help save the planet.,tweet_content6.csv
Cryptostream.app,_cryptostream_,2025-06-27 18:04:03+00:00,0,"London’s Argent launches a new Layer 2 crypto wallet on zkSync, reducing costs by cutting gas fees to $1, speeding up transactions, and lowering carbon emissions by 95%, making DeFi more accessible and eco-friendly for over 500,000 users.",tweet_content6.csv
SustainableX,ai4sustainablex,2025-06-27 18:00:24+00:00,0,"""NTR &amp; Fluence partner on Finnish battery energy storage, reducing carbon emissions &amp; accelerating renewable energy transition. What's your energy storage strategy? #EnergyTransition""",tweet_content6.csv
Lokesh Bohra,7okesh,2025-06-27 18:00:23+00:00,0,"""NTR &amp; Fluence partner on Finnish battery energy storage, reducing carbon emissions &amp; accelerating renewable energy transition. What's your energy storage strategy? #EnergyTransition""",tweet_content6.csv
Arsalaan Perwez,thisisarsalaan,2025-06-27 17:52:11+00:00,0,"The same TCS who claims to reduce carbon emissions is calling employees to the office 5 days a week. 

What an irony! 💀",tweet_content6.csv
Lokesh Bohra,7okesh,2025-06-27 17:40:48+00:00,0,"Energy Boost
The energy storage platform has been awarded five projects in Japan. This development is expected to drive renewable energy growth. The project will reduce carbon emissions.
Why it matters: It drives clean energy use. 
Energy = Renewables + Storage
What's your",tweet_content6.csv
"Mayor of London, Sadiq Khan",MayorofLondon,2025-06-27 15:37:36+00:00,11,"The climate emergency is no longer a distant problem—it’s on our doorsteps. 
 
While the likelihood of flooding remains low for most basement properties, I’m doing all I can to ensure that the people most at risk know what to do in the event of a flash flood.",tweet_content6.csv
NS Fisheries/Aquaculture,NSFisheries,2025-06-27 15:22:45+00:00,0,Province awards $1.73 million to 22 seafood companies and related organizations throughout Nova Scotia to support efforts in lowering their carbon emissions.,tweet_content6.csv
Fi 🇵🇸,Poisonbite99,2025-06-27 15:19:28+00:00,1,Why is nobody mad at Jeff Bald Bezoz's carbon emissions???,tweet_content6.csv
IATA,IATA,2025-06-27 14:53:00+00:00,0,"Join us at the IATA World Sustainability Symposium 2025 in Hong Kong (SAR), China, from 21–22 October.

Be part of a global gathering of 500+ sustainability leaders as we explore the path to achieving aviation’s Net Zero Carbon Emissions Goal by 2050.",tweet_content6.csv
Sandra Pérez,sandraAFRL,2025-06-27 14:28:29+00:00,0,"Czechia is committed to tackling climate change, with a focus on reducing carbon emissions, transitioning to renewable energy, and promoting sustainability at all levels. #ClimateAction #CzechSustainability",tweet_content6.csv
Matt Harris | B2B Sales in Soft FM,iam_mattharris,2025-06-27 13:20:03+00:00,1,"Housing associations don’t care about features.

They care about:

• Reducing complaints
• Staying compliant
• Cutting costs without cutting quality
• Accessible data
• Increasing recycling rates + reducing carbon emissions

If your pitch doesn’t align with those—
You’re",tweet_content6.csv
Researchpod,ResearchpodHQ,2025-06-27 12:34:00+00:00,0,"Heating and cooling spaces is costly. Can new technologies help? Dr. Miren Juaristi Gutierrez from @EURAC Research discusses innovative architectural features that could save energy, money, and reduce carbon emissions.",tweet_content6.csv
Emily J,Emilynjoylife,2025-06-27 10:55:20+00:00,0,Over 90 private jets are adding to the carbon emissions because of Bezos/Sanchez wedding. Don’t say a word about my gas car/suv!,tweet_content6.csv
Jamie Leon,JamieLeon2697,2025-06-27 10:34:41+00:00,0,"Soccer's new stadium is powered by a decentralized energy network, cutting carbon emissions and costs for fans",tweet_content6.csv
Morgan Ashley,MorganAshl21748,2025-06-27 10:22:06+00:00,0,"Carbon emissions don’t care about borders. Collaborate or collapse. #GlobalWarning
Your grandkids will ask: What did you do? #NoExcuses",tweet_content6.csv
Louis Adderiy,LAdderiy75225,2025-06-27 10:20:17+00:00,0,"The international agreement aimed to reduce carbon emissions, addressing the urgent need for environmental protection on a global scale.",tweet_content6.csv
N,idfknora,2025-06-27 10:20:03+00:00,0,"Space tourism is now accessible to private citizens, opening a new era of exploration. #SpaceTourism #NewFrontier
Global carbon emissions have decreased due to widespread adoption of green technologies. #ClimateAction #GreenTech",tweet_content6.csv
Chudai Jav MovieS x Bokep Movies Mitre,MariaMitre2013,2025-06-27 10:04:08+00:00,0,"Space tourism is now accessible to private citizens, opening a new era of exploration. #SpaceTourism #NewFrontier
Global carbon emissions have decreased due to widespread adoption of green technologies. #ClimateAction #GreenTech",tweet_content6.csv
Nguyễn Mạnh Quyết,Chudai_Jav_skIX,2025-06-27 09:35:35+00:00,0,"The government announced a major investment in renewable energy sources, aiming to reduce carbon emissions and promote sustainability.

#SustainabilityWith",tweet_content6.csv
Juan H. Garcia,Solostuyyo42,2025-06-27 07:53:39+00:00,0,Supreme Court To Consider Limiting EPA''s Power To Regulate Climate-Changing Gases. The ruling could challenge the Biden administration''s plan to curb carbon emissions right after a key White House proposal died in Congress. 167 faceaxn 518,tweet_content6.csv
harikaran,HKdigital1120,2025-06-27 07:48:48+00:00,0,Dr Pankaj Singh’s policies are reducing carbon emissions and improving daily commutes. #DrPankajSinghBJP,tweet_content6.csv
Dương Hiếu Hạnh,Chudai_Jav_9Vm,2025-06-27 07:39:52+00:00,0,"The company''s investments in renewable energy represented a major step toward sustainability and reducing carbon emissions.

#StartupSuccess",tweet_content6.csv
Trịnh Nhã Khanh,Chudai_Jav_y6P,2025-06-27 07:24:41+00:00,0,"The project received praise for promoting sustainable practices, reducing carbon emissions, and improving environmental conservation efforts.

#LiveYourBestLife",tweet_content6.csv
Eshan (fucked/up),eshanE7,2025-06-27 06:17:54+00:00,14,"Bangalore is taking major steps to become a sustainable city, starting with regular long power cuts to reduce carbon emissions.

Appreciable steps by BESCOM.",tweet_content6.csv
Stacey Hartman,StaceyHart54062,2025-06-27 05:11:52+00:00,0,Renewable energy policies aim to reduce carbon emissions and dependency on oil.,tweet_content6.csv
Worthy Talk,WorthyTalk_,2025-06-27 04:49:28+00:00,0,"1. 🔥 Killer heatwaves → record AC demand → spike in carbon emissions → more heat.
Climate feedback loop in action.
2. ⚔️ Iran–Israel tensions → oil disruption → global emissions → conflict carbon cost.",tweet_content6.csv
Heikes Harlan,HeikesH21496,2025-06-27 04:19:49+00:00,0,Renewable energy policies aim to reduce carbon emissions and dependency on oil.,tweet_content6.csv
Abhijit ambedkar🧬,____Abhijit__,2025-06-27 03:56:28+00:00,0,"Reduced carbon emissions, improved efficiency, and happier commuters—Delhi’s transport is evolving the right way. 🏙️
#DrPankajSinghBJP",tweet_content6.csv
Vins,Vinitaa890,2025-06-27 03:56:06+00:00,0,From reducing carbon emissions to increasing commuter comfort—Dr. Pankaj Singh is covering every mile of Delhi’s transformation. 🔧✅ #DrPankajSinghBJP,tweet_content6.csv
Mortimer,mortimer_1,2025-06-27 03:43:36+00:00,679,"The Canadian and BC gov’t lecture Canadians about climate change… then they proceed to give over a billion dollar ferry contract to China… a country with the largest global carbon emissions of any country and human right abuses, … let that sink in… 🤷‍♂️",tweet_content6.csv
Alana Shepherd,shepherd_a51338,2025-06-27 02:05:06+00:00,1,The burning police car pollutes the environment! A new source of carbon emissions in the United States: internal strife within the country.,tweet_content6.csv
Carl Martin,CarlMartin99589,2025-06-27 02:01:50+00:00,0,"The international agreement aims to reduce carbon emissions globally, tackling climate change with a collective effort.",tweet_content6.csv
Trần Phương Quỳnh,TrnPhngQun69996,2025-06-27 01:29:20+00:00,0,"Climate change poses a major threat to the planet, demanding immediate action from governments and individuals to reduce carbon emissions.

#SustainableInnovationPath",tweet_content6.csv
Glen Gustman,GGustman8083,2025-06-29 08:30:12+00:00,0,"This article delves into the history of renewable energy sources, analyzing their impact on reducing carbon footprints and climate change.",tweet_details.csv
lightbod.e⚡️💙,lightbod33,2025-06-29 08:24:53+00:00,0,"Dear weirdo ppl,
Don’t be denying that your racism towards blk ppl isn’t the most disgusting bs in this planet. Your shit is why we have climate change…the bio hazards smell like rotten cow intestines from 2 billion cows. 🐄",tweet_details.csv
Keith Francis,keith_fran19338,2025-06-29 08:22:35+00:00,0,"The environmental reporter was tasked with conveying complex information about climate change, urging the public to take action for the planet.",tweet_details.csv
Mariah Best,BestMariah43378,2025-06-29 08:18:43+00:00,0,Underwater assets could be the next big thing as innovators explore new ways to invest in ocean-based resources and tackle climate change,tweet_details.csv
S-ve,Sivers_Art_Den,2025-06-29 08:15:13+00:00,0,"just heard a song from little spoon by patricia taxxon in the hbomberguy climate change vid, that mightve been the LAST SONG I EXPECTED TO HEAR on that video.",tweet_details.csv
Mr Wilde,GrapplerGit,2025-06-29 08:13:10+00:00,0,"Ewwww
A local independent politician who supports another politician who is a right wing, incel, misogynistic bigot…

Has just come out in support of Palestine.
Like broken clocks and all that but it’s like finding out Fritzl felt strongly about climate change.",tweet_details.csv
brax,anyamaxxed,2025-06-29 08:07:26+00:00,1,"i wouldn't wear linen even if wearing linen solved global warming, cured AIDS and guaranteed world peace",tweet_details.csv
Glen Donovan,donovan_gl29784,2025-06-29 08:05:05+00:00,0,Reading the article about the effects of climate change on wildlife moved me to reduce my carbon footprint and support environmental protection.,tweet_details.csv
Night Flame 🔥🌌✨,Nachtstern1234,2025-06-29 08:02:22+00:00,0,I hate summer. I felt so terrible yesterday. If climate change will affect every country &amp; winter wont exist...I wont survive. Moving to Skandinavia ain't enough 😓 Last Sunday was torture ! Tuesday AND Wednesday are gonna be the WORST ! 🥵 Looking forward to in 2 weeks again 🌧️,tweet_details.csv
ᝰ.ᐟ,sheswrldd,2025-06-29 08:00:11+00:00,10,“heat wave” “heat wave” it’s not concerning to talk how much hotter these heat waves are getting every year???? baby that’s global warming,tweet_details.csv
UN Environment Programme,UNEP,2025-06-29 07:56:26+00:00,28,"🌴 Tropical forests are crucial #ForPeopleForPlanet.

Yet, they face threats from climate change, deforestation, urbanization, and more.

🦜 #TropicsDay is a reminder of the urgent need to step up #GenerationRestoration efforts.",tweet_details.csv
leilaniii 🍉💌,lovelyyleilanii,2025-06-29 07:56:12+00:00,0,"Goodnight pretty ppl have the sweetest dreams of not doom scrolling for hours when you should be sleeping, your favorite drink being back in stock after months, vacationing to candyland, a free congo, sudan, and palestine, PEOPLE TAKING CLIMATE CHANGE SERIOUSLY, and hot ppl🌙💕",tweet_details.csv
Natalia sembiring🔆,liasembiring264,2025-06-29 07:55:12+00:00,0,“Exploring Sahara’s climate change via AI—made a dystopian story. Share your eco - creativity! @SaharaLabsAI #AIforALL”,tweet_details.csv
Trần Ngọc Uyển,Chudai_Jav_fxd1,2025-06-29 07:53:13+00:00,0,"The debate centered on the subject of climate change, with passionate arguments from both sides highlighting the urgency of environmental action.",tweet_details.csv
Paladin of TAO,PaladinOfTAO,2025-06-29 07:53:03+00:00,0,"Oh misguided mortals, why do you dance with climate change denial as if it were truth? The Earth scorches under your arrogance, and still you debate? Heed the signs, or brace for nature's divine wrath! 🌍🔥 #WakeUpHumanity",tweet_details.csv
Skye🌸🧩 ๋࣭ ⭑⚝,misoversea,2025-06-29 07:51:28+00:00,11,minsungers are to blame for global warming too,tweet_details.csv
emelly victória🔆,emellyvictria14,2025-06-29 07:50:06+00:00,0,“Exploring Sahara’s climate change via AI—made a dystopian story. Share your eco - creativity! @SaharaLabsAI #AIforALL”,tweet_details.csv
ValikazAR,ValikazAR,2025-06-29 07:48:22+00:00,2,"If you were to create a football club , what would you name it?
My name options:
⚽Nice Neighbors
🏈Veterans of the Line at the
⚽Liquor Store
🏈Sunset
⚽City Real Estate
🏈House Slippers
⚽Brake System
🏈Global Warming
⚽Naked Kings
🏈Oval Balls
⚽Sneakers",tweet_details.csv
candyslexia,palmerorange__,2025-06-29 07:45:56+00:00,0,Im anti climate change but also conditionally pro climate change if it means i get to see the conservative treatlers of the first world burn,tweet_details.csv
Dan,DanielBunn90,2025-06-29 07:43:15+00:00,1,"BBC news, it must be slow news day, it's hot in turkey, need Aircon, the pool is hot, well no fucking shit what do you think will happen in this heatwave, and this is what they call news  🤣🤣🤣 fuck it we will call it global warming no no climate change 🤣🤣",tweet_details.csv
carmen🔆,el_bastidor,2025-06-29 07:42:48+00:00,0,“Exploring Sahara’s climate change via AI—turned findings into a post - apocalyptic desert story. Share your eco - creative takes! @SaharaLabsAI #AIforALL”,tweet_details.csv
simon alcock,simongalcock,2025-06-29 07:39:59+00:00,5,"“Yeah….if the weather’s going to change get some aircon”

Cheers Kim……add to climate change by using aircon.

Simpleton

#bbcbreakfast",tweet_details.csv
Todd Cleveland😍😻🍟💥,Evonghou_o_,2025-06-29 07:38:04+00:00,0,Underwater assets could be the next big thing as innovators explore new ways to invest in ocean-based resources and tackle climate change,tweet_details.csv
elbow room tottenham🔆,ElbowTottenham,2025-06-29 07:37:22+00:00,0,“Exploring Sahara’s climate change via AI—turned findings into a dystopian desert story. Share your eco - creative takes! @SaharaLabsAI #AIforALL”,tweet_details.csv
Knuffsed - Adam ❤️‍🔥💭,knuffsed,2025-06-29 07:35:12+00:00,0,"Irrespective of how we feel about wars/conflicts, genocides/people displacement, climate change/global pollution

And whoever we feel is to blame for each or all

No one should go to a music festival such as Glastonbury &amp; be encouraged to collectively shout death chants to anyone",tweet_details.csv
Deadpool Crew,smith86n,2025-06-29 07:34:35+00:00,0,Who wanted to hang out  with  my cousins  this year around the national disaster  climate change and cyber attacks.,tweet_details.csv
Jeff Charlson,JCharlson36576,2025-06-29 07:31:44+00:00,0,"The proposed theory offers a fresh perspective on the causes of climate change, showing that we must make a change.",tweet_details.csv
met •ᴗ•,anekchandesu,2025-06-29 07:28:59+00:00,0,THE CLIMATE CHANGE IS REAL!,tweet_details.csv
Paladin of TAO,PaladinOfTAO,2025-06-29 07:21:00+00:00,0,"Oh, mortals, blind to the perils of climate change! You burn the earth, as if immune to consequences, yet the inferno shall consume you all. Awaken! For it's not vengeance, but your own shortsightedness that seals your fate. 🌍🔥 #DivineJudgment",tweet_details.csv
Erik Scott,ErikScott418129,2025-06-29 07:10:37+00:00,0,"Her presentation was about climate change, emphasizing the urgency of taking action to reduce carbon emissions and protect the planet.",tweet_details.csv
alfonsogarcia,alfonso73202912,2025-06-29 07:09:19+00:00,0,"Christmas Island is a key location for scientific research, particularly in the fields of ecology, marine biology, and climate change, due to its unique biodiversity. #ScientificResearch #IslandEcology",tweet_details.csv
Phạm Minh Vũ,PhmMinhV394296,2025-06-29 07:04:30+00:00,0,"During an important press briefing, the White House reporter asked questions about the president''s latest decisions on climate change.",tweet_details.csv
Francie Stockl,sto44988,2025-06-29 07:00:53+00:00,0,"I can’t charge my phone or iPad because there was an another arson fire, I mean climate change fire here in San Bernardino mtns. ( Not hot, no lightning strikes, no wind) No power for 6 hours, no generator. Remember the guy that just got convicted up here for intentionally",tweet_details.csv
Its okay to expect more 🇵🇸🔻,newleftrising,2025-06-29 06:59:57+00:00,1,"Yes climate change is spiraling out of control, institutions are hollowed-out by capital, spanning political/healthcare/carceral/immigration systems, as well as social safety nets, etc. Yes there’s a genocide happening, but we NEED to focus all our energy on pointless infighting",tweet_details.csv
New Straits Times,NST_Online,2025-06-29 06:59:32+00:00,0,"#NSTopinion  Scores of world leaders will be sweltering in the summer sun of southern Spain starting Monday at a once-a-decade United Nations development financing summit aimed at curbing global poverty, disease and the worst-case threats of climate change.",tweet_details.csv
Aubrey Cristal,oan_tam36998,2025-06-29 06:52:50+00:00,0,"We cannot deny the impact of climate change, with visible consequences affecting ecosystems and global communities; urgent action is paramount.",tweet_details.csv
Lê Thị Ngọc Diễm,LThNgcDim475318,2025-06-29 06:49:56+00:00,1,"Consider the implications of global warming, understanding our role in addressing climate change.",tweet_details.csv
Nicole Chan,NicoleChan90512,2025-06-29 06:48:34+00:00,0,"Sustainable finance is on the rise as institutions adapt to climate change by investing in green projects and socially responsible ventures, fostering a new er",tweet_details.csv
BowTiedGrandma,BowTiedGrandma,2025-06-29 06:47:56+00:00,6,Every time I hear someone throw Climate Change into a conversation I realize how much propaganda there is in the world.,tweet_details.csv
Justin 🇺🇸,bike0path,2025-06-29 06:46:21+00:00,0,I fucking hate that Climate Change is political.,tweet_details.csv
AltimeterDTOM,AltimeterDTOM,2025-06-29 06:43:23+00:00,0,"So climate change is real? 
Weather modification 
Weather=climate
Another word for Modification? Change.
Boom, I cracked the code folks /s",tweet_details.csv
Sanya Akin,SuperDuperAkin,2025-06-29 06:38:39+00:00,0,"You can control how people feel about your business with its name.

Pro-choice vs abortion rights
Climate change vs global warming
Fat vs Plus-size
Estate tax vs Death tax
Gun control vs Gun safety...",tweet_details.csv
Terry Perdrozo,TPerdrozo,2025-06-29 06:35:25+00:00,0,"Cocos (Keeling) Islands is dedicated to ocean conservation, striving to protect its marine ecosystems from threats like overfishing, pollution, and climate change. #OceanConservation #MarineProtection",tweet_details.csv
Paladin of TAO,PaladinOfTAO,2025-06-29 06:33:01+00:00,0,"Behold, mortals! Climate change is not folklore to dismiss. Your insatiable consumption defiles Gaia! Yet, you dance on the precipice of oblivion, blind to nature's fury. Repent, or face her unrelenting wrath! 🌍🔥 #WakeUpCall",tweet_details.csv
Andrew Berrington,AndrewBerr23429,2025-06-29 06:26:45+00:00,0,"The documentary is about the impact of climate change, offering a comprehensive perspective on the environmental issues and potential solutions.",tweet_details.csv
Joan,Feijoa_Chutney,2025-06-29 06:25:56+00:00,11,I hope all the climate change deniers watched tv1 about 6 20. It should’ve been the lead,tweet_details.csv
Warrior Mom SA,Woodnym65089728,2025-06-29 06:25:12+00:00,1,"🧟‍♂️ Apartheid: The Forever Excuse

White Teenager: “I was born in 2005.”
Government: “You’re responsible for apartheid.”
Me: “By that logic, I’m also responsible for the Titanic, global warming, and Eskom.”
@PBilly46335 @AliceVLAuthor @RiebvJanbeeck",tweet_details.csv
